"title","authors","issue","abstract"
"主、宾关系从句加工不对称性效应及其神经机制","何文广;陈宝国;崔鹏","2012 Vol. 20 Issue (7)  981-994<U+00A0><U+00A0><U+00A0><U+00A0>","句子加工领域内, 主、宾关系从句加工不对称性效应是诸多语种内普遍存在的一种语言现象。本文对主、宾关系从句加工不对称性效应从如下几个方面进行了分析和论述：①从成人语言、儿童语言和失语症患者三个领域并结合印欧语系和非印欧语系的语言特征, 详细分析了该效应及其普遍性和特殊性; ②主、宾关系从句加工不对称性效应的理论解释：句法角色理论、“填充语-空位”依附理论、积极填充策略、名词短语可及性层级理论和干扰相似性理论; ③与主、宾关系从句加工不对称性效应有关的脑电成分及相应的脑区激活模式的分析。最后, 在对已有理论评价分析的基础上, 提出“标记浮动”句子加工理论模型, 并指出该领域未来的研究方向。"
"双语经验对认知能力的影响","李莹丽;吴思娜;刘丽虹","2012 Vol. 20 Issue (7)  995-1002<U+00A0><U+00A0><U+00A0><U+00A0>","综合近年关于双语经验对认知影响的研究, 探讨双语经验对认知的积极和消极两方面的影响, 且着重介绍了双语经验对认知的积极影响。双语经验对认知的积极影响主要体现在语言认知能力、非语言认知能力和中央执行功能几个方面。此外, 进一步对双语促进认知发展的原因进行了两方面的分析：一个是双语思维经验促进抑制控制的发展, 另一个双语学习经验强化双语者的左右脑交流, 从而导致脑功能活动方式的变化。最后, 对今后双语与认知关系的研究中需要注意的问题提出了一些思考。"
"工作记忆训练对认知功能和大脑神经系统的影响","刘春雷;周仁来","2012 Vol. 20 Issue (7)  1003-1011<U+00A0><U+00A0><U+00A0><U+00A0>","工作记忆训练成为近年来提升个体认知绩效的一种有效方式。工作记忆训练主要是指采用工作记忆广度任务、刷新任务以及各种复杂工作记忆任务在计算机上以循序渐进的方式进行训练。近年来的研究发现, 工作记忆训练能提升工作记忆、流体智力、抑制、注意、阅读和数学等认知功能。神经机制的研究发现：工作记忆训练引起大脑额-顶区域激活减弱, 而皮层下结构包括纹状体和尾状核区域的激活增强; 工作记忆训练减少了大脑灰质的数量, 增强了大脑白质的功能连通性; 工作记忆训练引起尾状核上多巴胺受体的变化。未来的研究需要在研究设计、被试人群、研究手段上进一步确认和扩展工作记忆训练的有效性和内在认知神经机制。"
"主动性和反应性认知控制的权衡机制及影响因素","徐雷;唐丹丹;陈安涛","2012 Vol. 20 Issue (7)  1012-1022<U+00A0><U+00A0><U+00A0><U+00A0>","主动性控制和反应性控制是认知控制研究的新视角。前者通过在反应前维持目标相关信息的表征来预防冲突, 后者在反应时重激活目标相关信息以解决冲突。个体能够在这两种认知控制间进行权衡从而形成最优反应。通过AX-CPT等实验范式, 辅以ERP、fMRI技术可分离两种认知控制, 并观察到认知控制相关的脑区在激活时间和强度上的差异。个体生理发展、认知因素(期望、流体智力、训练)、非认知因素(情绪、动机等)均能影响认知控制的权衡。未来的研究应多关注这一权衡的内在神经机制和认知机制, 并与传统认知控制研究相结合, 在理论和应用上取得更进一步的发展。"
"情绪效价对趋避反应的作用","张晓雯;禤宇明;傅小兰","2012 Vol. 20 Issue (7)  1023-1030<U+00A0><U+00A0><U+00A0><U+00A0>","刺激的情绪信息通常可帮助人类快速地做出相应的趋近或回避反应。实验室情境下研究者对趋避的操作性定义不尽相同, 但以往绝大部分研究证实了趋利避害的相容效应：正性情绪引起趋近反应, 负性情绪引起回避反应。动机定向理论认为, 这种促进作用是自动的, 而事件编码理论认为, 这种促进作用依赖于外显的效价判断。未来研究应进一步明确界定趋近和回避的操作性定义, 采用更敏感的实验范式解决两种理论的纷争, 以深入阐释相容效应的心理机制。"
"基于面孔的印象形成：神经科学的视角","张耀华;朱莉琪","2012 Vol. 20 Issue (7)  1031-1039<U+00A0><U+00A0><U+00A0><U+00A0>","印象形成过程是心理学的经典研究主题, 最近随着神经科学的兴起和脑成像技术的成熟, 研究者开始从神经科学的角度审视人类的印象形成过程。印象形成主要基于三种信息, 即面孔知觉, 直接互动和二手信息。就面孔而言, 基于面孔的印象形成更为快速和准确, 其中杏仁核在其中起着重要的作用; 作为对照, 文章简要介绍了基于二手信息和直接互动的印象形成, 它们更多涉及深思熟虑的任务, 激活内侧前额皮层和颞上沟后端。印象形成的神经机制, 线索之间的关系、印象形成的影响伴随着新技术的运用将会得到研究者的关注。"
"男性气质：理论基础、研究取向和相关研究领域","蒋旭玲;吕厚超","2012 Vol. 20 Issue (7)  1040-1051<U+00A0><U+00A0><U+00A0><U+00A0>","男性气质是和女性气质相对或平行的、具有一定可塑性的人格特质, 是个体内化了的、关于男性应展现出的、符合男性气质意识形态的构念, 维系着自我概念和行为的一致性。男性气质的形成依赖于性别自我认同、社会认同和文化认同。固执地遵从特定社会化的男性气质意识规范会影响男性的心理健康。对男性气质的理论基础、研究取向：意识形态取向、社会建构取向和认同取向, 以及相关研究领域进行了系统阐述。未来研究应改进测量工具, 更新研究设计, 细化研究领域, 发展男性气质多元化实践以及男性气质的跨文化研究。"
"团队学习的理论与相关研究进展述评","王雁飞;杨怡","2012 Vol. 20 Issue (7)  1052-1061<U+00A0><U+00A0><U+00A0><U+00A0>","团队学习是指团队成员通过互动不断获取、整合与分享知识, 并在此基础上改善行为、优化团队体系, 提升组织适应性以达到组织目标的过程。在文献研究的基础上, 介绍了团队学习的概念内涵和性质、理论基础、结构与测量, 并且探讨了团队学习的影响因素、影响效应模型及作用机制, 最后指出了团队学习研究应继续理清概念内涵的界定、结构与测量工具的开发、系统模型的构建扩充、影响效应的结果变量和跨文化扩展研究等问题。"
"生产型企业的工作自主性：概念、测量与相关研究","王益富;秦启文;张建人","2012 Vol. 20 Issue (7)  1062-1067<U+00A0><U+00A0><U+00A0><U+00A0>","工作自主性作为工作特征的关键指标, 是指员工在工作方法、工作安排和工作标准上能自行控制与自行决定的程度; 包括方法自主、安排自主和标准自主三方面, 分别构成工作自主性量表的三个测量维度。诸多实证研究及相关研究综述表明, 工作自主性对员工的工作态度和工作绩效等结果变量具有显著效应。同时, 工作自主性对其他变量之间的关系具有调节作用。今后应多开展在中国情景中的验证性研究及干预性实验研究。"
"行为决策研究的新取向—— 基于经验的决策","刘腾飞;徐富明;马红宇;马向阳;吴修良","2012 Vol. 20 Issue (7)  1068-1079<U+00A0><U+00A0><U+00A0><U+00A0>","基于经验的决策是指, 在统计概率情境中, 个体通过重复选择与反馈获得选项的收益分布信息后进行的决策。基于经验的决策的研究范式主要包括探索-利用范式和探索→利用范式。其暗含的决策人假设是朴素直觉统计学家。其研究关注的主要内容是描述—经验的差异及其原因, 以及基于经验的决策内部过程。未来的研究主要从描述—经验差异的原因、描述性决策范式下的结论的重新检验、基于经验的决策的解释模型及其应用研究等方面进行探讨。"
"判断与决策中的证实性偏差","吴修良;徐富明;王伟;马向阳;匡海敏","2012 Vol. 20 Issue (7)  1080-1088<U+00A0><U+00A0><U+00A0><U+00A0>","证实性偏差是指个体在决策时, 倾向于有意或无意地寻找支持已有信念、预期或假设的信息和解释, 忽视可能与之不一致的信息和解释。目前, 研究者主要从肯定检验策略、认知失调理论以及错误规避三个方面解释证实性偏差的心理机制。证实性偏差还受到条件性参考框架、任务的抽象性、个体经验以及认知闭合的需要等因素的影响。虽然证实性偏差不能完全消除, 但是可以通过竞争性假设分析法和考虑对立面的方法降低其程度。未来的研究可以从证实性偏差的产生根源、研究范式、群体决策中的证实性偏差以及拓展应用研究这四个方面进行探讨。"
"自恋与决策的研究现状及展望","何宁;谷渊博","2012 Vol. 20 Issue (7)  1089-1097<U+00A0><U+00A0><U+00A0><U+00A0>","目前, 自恋与决策的研究主要依托实验室任务进行, 涉及赌博、投资和管理等领域的决策行为。大部分研究结果表明, 自恋者在上述实验任务中都表现出明显的决策偏差与风险决策, 但也有研究证实了某些情境下其决策的有效性。自恋与决策的理论模型主要包括人格特质模型、自我调节模型、归因模型与趋近回避模型等, 未来研究应注意方法的改进、自恋的积极功能、情绪的作用以及文化的影响。"
"因满足而幸福：婚姻期待研究回顾与展望","吴波;黄希庭","2012 Vol. 20 Issue (7)  1098-1109<U+00A0><U+00A0><U+00A0><U+00A0>","婚姻期待指在婚姻关系中, 个体对配偶和关系本身所期望达到、并认为可以达到的标准。婚姻期待的满足程度影响婚姻质量评价和婚姻满意度, 但受到期待弹性、夫妻沟通及归因风格等因素的调节。个体应对婚姻期待受挫的方式包括改变对方以及对现实进行理想化歪曲等。未来可从开发适用于中国文化的测量工具、深化影响婚姻期待的家庭因素研究、探索婚姻期待受挫的其它应对方式及开展婚姻期待的夫妻匹配研究等方向进行考察。"
"基于动态评估的取样法：经验取样法","段锦云;陈文平","2012 Vol. 20 Issue (7)  1110-1120<U+00A0><U+00A0><U+00A0><U+00A0>","研究结果的普适性是心理学研究的黄金标准之一。为达到此目标, 研究者不断创造生态效度更高, 也更具现实意义的研究方法。通过在现实情境下对被试多次重复测量进行数据收集的研究方法—— 经验取样法(experience sampling method), 一经提出就备受研究者的青睐。文章在综合介绍经验取样法的概念、实施过程和数据处理的基础上, 比较和阐述了该方法的优劣势, 以及该方法的主要应用领域。文章最后对经验取样法的应用领域和未来发展作了展望。"
"应对的研究设计、测量、类别及未来研究方向","邵华","2012 Vol. 20 Issue (7)  1121-1127<U+00A0><U+00A0><U+00A0><U+00A0>","应激和应对是现代心理学研究中最广泛的一个主题, 但是目前此领域的研究存在着停滞不前的情况。应对的研究设计、测量和类别三方面是应对现有研究中具有挑战性的问题, 研究设计方面提倡纵向的动态设计, 注重情境因素的作用; 测量方面提倡加大对应对的生态瞬时评估、叙事方法的研究, 且要注意根据研究内容的需要选择合适的方法; 应对类别方面注重对意义应对的研究。应对领域未来研究方向主要包括面向未来的主动应对、二元模式的应对、应对与积极情绪三个方面。"
